SessionID,Timestamp,EventType,Category,Value,Metadata
Session_2026-04-24_11-35-30,2026-04-24T16:37:48Z,SuggestionsGenerated,Suggestion,"","{""count"":1,""contacts"":[""Sara (Blasian minus asian)""]}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:48Z,SuggestionViewed,Suggestion,"Sara (Blasian minus asian)","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:48Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":2.7363519668579102}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:48Z,SuggestionTapped,Suggestion,"Sara (Blasian minus asian)","{}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:48Z,ButtonTapped,Navigation,"SuggestionCard.YesLetsDoIt","{}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:48Z,InvitationInitiated,Invitation,"Sara (Blasian minus asian)","{""activity"":""Go for a walk"",""timeOfDay"":""afternoon"",""freeSlotSuggested"":true}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:50Z,InvitationCompleted,Invitation,"Sara (Blasian minus asian)","{""method"":""iMessage"",""timeElapsed"":1.8713530302047729}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:50Z,ButtonTapped,Navigation,"ScheduledView.SendInvite","{}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:59Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:59Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0024889707565307617}"
Session_2026-04-24_11-35-30,2026-04-24T16:37:59Z,ScreenExited,Navigation,"SuggestionView","{""duration"":11.854367017745972}"
Session_2026-04-24_11-35-30,2026-04-24T16:39:36Z,AppBackgrounded,Lifecycle,"","{}"
Session_2026-04-24_11-35-30,2026-04-24T16:40:31Z,AppForegrounded,Lifecycle,"","{}"
Session_2026-04-24_11-35-30,2026-04-24T16:40:31Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0030609369277954102}"
Session_2026-04-24_11-35-30,2026-04-24T16:40:31Z,SuggestionViewed,Suggestion,"Sara (Dr. Siddiqui)✨ 🥷","{""daysSinceLastHangout"":-1}"
