SessionID,Timestamp,EventType,Category,Value,Metadata
Session_2026-04-24_09-37-41,2026-04-24T16:37:41Z,AppLaunched,Lifecycle,"","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:42Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:42Z,AppForegrounded,Lifecycle,"","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:43Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:44Z,ScreenExited,Navigation,"SuggestionView","{""duration"":2.2193100452423096}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:44Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:44Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":1.0246230363845825}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:44Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:45Z,ScreenExited,Navigation,"SuggestionView","{""duration"":1.0844490528106689}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:45Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:45Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":1.0366220474243164}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:45Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:37:46Z,ScreenExited,Navigation,"SuggestionView","{""duration"":1.1322320699691772}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:25Z,ButtonTapped,Navigation,"ConnectionsView.AddConnection","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:25Z,ScreenViewed,Navigation,"AddConnectionSheet","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:25Z,PermissionRequested,Permission,"Contacts","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:25Z,AppBackgrounded,Lifecycle,"","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:34Z,PermissionGranted,Permission,"Contacts","{""type"":""all"",""timeElapsed"":9.3847650289535522}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:35Z,AppForegrounded,Lifecycle,"","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:42Z,ConnectionAdded,Connection,"Aksh","{""isInitialAdd"":true,""percentage"":0.45248868778280549,""totalAvailable"":663,""totalConnections"":3}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:42Z,ConnectionAdded,Connection,"Albert Lin","{""isInitialAdd"":true,""percentage"":0.45248868778280549,""totalAvailable"":663,""totalConnections"":3}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:42Z,ConnectionAdded,Connection,"Albert Zhang","{""isInitialAdd"":true,""percentage"":0.45248868778280549,""totalAvailable"":663,""totalConnections"":3}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:43Z,ScreenExited,Navigation,"AddConnectionSheet","{""duration"":17.725422024726868}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:45Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:45Z,PermissionRequested,Permission,"Calendar","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:45Z,AppBackgrounded,Lifecycle,"","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:46Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":60.21911096572876}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:48Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":3.0685709714889526}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:48Z,SuggestionsGenerated,Suggestion,"","{""count"":1,""contacts"":[""Aksh""]}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:48Z,SuggestionViewed,Suggestion,"Aksh","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:48Z,AppForegrounded,Lifecycle,"","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:48Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0027890205383300781}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:48Z,SuggestionViewed,Suggestion,"Aksh","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:53Z,SuggestionTapped,Suggestion,"Aksh","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:53Z,ButtonTapped,Navigation,"SuggestionCard.YesLetsDoIt","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:53Z,InvitationInitiated,Invitation,"Aksh","{""activity"":""Work out together"",""timeOfDay"":""morning"",""freeSlotSuggested"":true}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:58Z,InvitationCompleted,Invitation,"Aksh","{""method"":""iMessage"",""timeElapsed"":4.5658659934997559}"
Session_2026-04-24_09-37-41,2026-04-24T16:38:58Z,ButtonTapped,Navigation,"ScheduledView.SendInvite","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:08Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:08Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0087909698486328125}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:08Z,ScreenExited,Navigation,"SuggestionView","{""duration"":23.424031019210815}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:12Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:13Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0025639533996582031}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:13Z,SuggestionsGenerated,Suggestion,"","{""count"":1,""contacts"":[""Albert Lin""]}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:13Z,SuggestionViewed,Suggestion,"Albert Lin","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:13Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":5.6752369403839111}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:38Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:38Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0024540424346923828}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:38Z,ScreenExited,Navigation,"SuggestionView","{""duration"":25.735865950584412}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:38Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:38Z,SuggestionViewed,Suggestion,"Albert Lin","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_09-37-41,2026-04-24T16:39:38Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0086110830307006836}"
