SessionID,Timestamp,EventType,Category,Value,Metadata
Session_2026-04-24_12-31-11,2026-04-24T17:32:22Z,SuggestionDismissed,Suggestion,"Amira Mahmedjan","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:23Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:23Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0021260976791381836}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:24Z,ScreenExited,Navigation,"SuggestionView","{""duration"":6.9644559621810913}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:24Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:24Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0026459693908691406}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:24Z,SuggestionsGenerated,Suggestion,"","{""contacts"":[""Amira Mahmedjan""],""count"":1}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:24Z,SuggestionViewed,Suggestion,"Amira Mahmedjan","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:25Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":2.0157420635223389}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:27Z,SuggestionTapped,Suggestion,"Amira Mahmedjan","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:27Z,ButtonTapped,Navigation,"SuggestionCard.YesLetsDoIt","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:27Z,InvitationInitiated,Invitation,"Amira Mahmedjan","{""freeSlotSuggested"":true,""activity"":""Work out together"",""timeOfDay"":""afternoon""}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:30Z,InvitationCompleted,Invitation,"Amira Mahmedjan","{""method"":""iMessage"",""timeElapsed"":2.9173970222473145}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:30Z,ButtonTapped,Navigation,"ScheduledView.SendInvite","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:36Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:36Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0026578903198242188}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:37Z,ScreenExited,Navigation,"SuggestionView","{""duration"":12.532438993453979}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:38Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:38Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.007144927978515625}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:38Z,SuggestionsGenerated,Suggestion,"","{""contacts"":[""Amira Mahmedjan""],""count"":1}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:38Z,SuggestionViewed,Suggestion,"Amira Mahmedjan","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:39Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":2.7363560199737549}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:41Z,SuggestionTapped,Suggestion,"Amira Mahmedjan","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:41Z,ButtonTapped,Navigation,"SuggestionCard.YesLetsDoIt","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:41Z,InvitationInitiated,Invitation,"Amira Mahmedjan","{""freeSlotSuggested"":true,""timeOfDay"":""afternoon"",""activity"":""Get lunch""}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:43Z,InvitationCompleted,Invitation,"Amira Mahmedjan","{""method"":""iMessage"",""timeElapsed"":2.4158130884170532}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:43Z,ButtonTapped,Navigation,"ScheduledView.SendInvite","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:50Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:50Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0028930902481079102}"
Session_2026-04-24_12-31-11,2026-04-24T17:32:50Z,ScreenExited,Navigation,"SuggestionView","{""duration"":12.366375923156738}"
