SessionID,Timestamp,EventType,Category,Value,Metadata
Session_2026-04-24_12-13-35,2026-04-24T17:14:41Z,ButtonTapped,Navigation,"SuggestionCard.MaybeLater","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:41Z,SuggestionDismissed,Suggestion,"Hajir","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:43Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:43Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0032800436019897461}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:44Z,ScreenExited,Navigation,"SuggestionView","{""duration"":9.4610460996627808}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:44Z,ScreenViewed,Navigation,"SuggestionView","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:44Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0060399770736694336}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:44Z,SuggestionsGenerated,Suggestion,"","{""count"":1,""contacts"":[""Hajir""]}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:44Z,SuggestionViewed,Suggestion,"Hajir","{""daysSinceLastHangout"":-1}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:44Z,ScreenExited,Navigation,"ConnectionsView","{""duration"":1.1609619855880737}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:46Z,SuggestionTapped,Suggestion,"Hajir","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:46Z,ButtonTapped,Navigation,"SuggestionCard.YesLetsDoIt","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:46Z,InvitationInitiated,Invitation,"Hajir","{""timeOfDay"":""afternoon"",""freeSlotSuggested"":true,""activity"":""Get lunch""}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:51Z,InvitationCompleted,Invitation,"Hajir","{""timeElapsed"":4.8227030038833618,""method"":""iMessage""}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:51Z,ButtonTapped,Navigation,"ScheduledView.SendInvite","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:59Z,ScreenViewed,Navigation,"ConnectionsView","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:59Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.01064598560333252}"
Session_2026-04-24_12-13-35,2026-04-24T17:14:59Z,ScreenExited,Navigation,"SuggestionView","{""duration"":15.942257046699524}"
Session_2026-04-24_12-13-35,2026-04-24T17:15:04Z,AppBackgrounded,Lifecycle,"","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:15:27Z,AppForegrounded,Lifecycle,"","{}"
Session_2026-04-24_12-13-35,2026-04-24T17:15:27Z,PermissionGranted,Permission,"Calendar","{""timeElapsed"":0.0059289932250976562}"
Session_2026-04-24_12-13-35,2026-04-24T17:15:27Z,SuggestionViewed,Suggestion,"Leena ❤️","{""daysSinceLastHangout"":-1}"
